index,sentimen,Tweet
1669,0,ikan sapu sapu ikan mas kamu cepu aku tindas 
1670,0,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mamp 
1673,0,aku biasa aja ma manba jd ya biar terserah staff aja anak2 di grup tuh yg hype bgt 
1675,0,samaama tapi ini udah berakhir kok aku jg bingung kalo liat kalian sementionan di teel 
1677,1,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1681,0,aku tahu lah aku ni cengeng tapi cuba jangan cakap asyik nangis je lain orang lain cara dia luahkan kesedihan mujur aku t 
1686,0,kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai 
1687,1,makasih kamu cepet sembuh ya 
1692,0,aku taktahulah macam mana sakitnya arwah nenek aku dulu boleh lahirkan 15 orang anak nak lahirkan sorang pun dah seksa 
1693,1,alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he 
1696,1,ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampannya 
1697,0,aku buat ape kt kau sampai kau layan aku macam gini
1700,1,cintafarahmlda1 aku cinta farah maulida
1701,1,aku tak faham betul lah terlalu baik 
1702,1,aku penggemar mie burung dara enaknya nyambung terus
1707,0,ngeremehin aku ya 
1708,1,wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk
1712,1,wah pas banget aku abis bikin tiktok baru
1715,1,aku cinta bahasa indonesia
1716,0,kamu udah kuliah tapi kok ga malu sih 
1717,0,kenapa kurus kering sangat ni tak cukup makan ke dia tak tahu yang aku struggle gila nak tambah berat badan t 
1719,1,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag 
1723,0,heh kamu kira aku bencong apa
1724,0,aku stress dah ni main ml asyik menang kalah menang kalah sampai aku khawin pon tak naik ii 
1727,1,mungkin kamu hanya seseorang bagi dunia tapi bagi seseorang mungkin kamu dunianya 
1728,1,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk b 
1730,1,sama aku juga sering gitu
1734,0,terkadang bukan kenangan buruk yang membuatmu bersedih tapi kenangan indah yang kamu tahu hal itu tak akan terulang kem jokamlicious
1737,0,huh yg gw liat sejauh ini j army ga menentang malah pada seneng nanti pas handshake event saingannya dikit lol pinter kamu
1739,0,pinned chat kat ws dok atas sekali ws dua hari lepas tak read read tapi dp ws dah 3 4 kali aku tengok ubah ubah em ok laa 
1741,0,aku ingin jadi yg terakhir untuk kau tapi semuanya mimpi
1744,1,pasca debut dan semakin bergulirnya waktu bigbang juga menunjukkan banyak sekali peningkatan contohtage presence 
1745,0,jangan sentuh aku v
1746,0,jangan berjuang untuk orang yang gak perjuangin kamu juga coba noleh kebelakang gaada sih yg perjuangin kamu xixixi
1747,0,aku tengah deal dengan hati tapi aku kalah sebab masih sayangkan kau 
1749,0,sekali aku dah tegur cukup mungkin dia nak berubah ke tak hal dia asalkan dah lepas tanggungjawabkan
1751,1,kalau gituu aku mau pc holo setnya yang wonwoo 1 yang mana ajalah buat hadiah wkwk fannya masih ada ga ka 
1752,0,gaisss maafkan la si gemok lagi bodoh ini sesungguhnya dia hanya manusia biasa yg sering melakukan kesilapan dan 
1754,0,kadang2 aku rasa kau terpaksa kau takde pilihan pun untuk stay tapi kau taknak nampak kejam untuk pergi 
1756,1,nctea aku jadi pengen punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyumnya 
1758,0,mb aku emang bangsad maafkan aku 
1763,1,aku memahami eceh
1765,0,mesti sakit kalau tercucuk
1768,0,aku tak dapat hidup tanpa sahabat baik ku aku bahkan tak dapat membayangkan dunia tanpa sahabat baik ku erzacarlet
1769,0,dia ajak aku main game dalam kedaan hp org semua kene rampas ni jadah dia haih
1770,0,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1773,0,jangan kamu cemburu akan nikmat yg diperoleh oleh ahli maksiat 
1774,0,syok sendiri aku pun tak post dlm acc aku kau pulak postkan dalam acc aku 
1776,1,alangkah baiknya jika kamu bersedia mengenal kan ku padanya nov
1777,0,aku harap orang yang buat kat kucing macam ni kekal dalam neraka hidup pun perangai lagi teruk dari binatang 
1778,1,i have submitted your resume tolong ah accept kalau dapat taklah aku pisang kat sini hahahaahah
1780,0,daripada gaketemu sama sekali sih dia kan mau ngelepas kangan bukan mau liat kamu mulus 
1781,0,thread paling anjing at first ingat apa masalah minah ni cakap pasal insecurity dia atau masalah psycho dia rupa rupa 
1783,0,aku ke kampus untuk menuntut ilmu ketemu wong2 podo gak takon yoweslah 
1784,1,dan inilah yang crusah aku kate kan thankiu 
1787,0,adik aku kalah fifa dia salahkan fifa
1788,0,anjing
1789,1,kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk
1795,1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1796,0,maybe now u won but its okay kita takkan sentiasa di ats just do wht ever u want u guys yg mintak aku benci korg 
1800,0,math paper 1 boleh buat aku menangis
1801,1,yes sumpah sure hahhahahah stress aku nak membuang pon tak selesa
1804,0,heh justru aku iri sama yang ambis aku tu ya sumpah ngantukan sekos nih sama2 anak fk 
1807,1,selamat siangg wahai kawanku bagaimana siang jum'at nya panas kah ah pasti kayaknyaemoga ga sepanas keti 
1808,1,ya ya ya dan aku tahu sekarang 
1810,0,dengan kata lain bigbang tidak akan pernah bisa kamu banding bandingkan dengan siapapun dan gak ada itu kata kata the nex 
1813,0,tak ajak aku pun 
1814,1,hahahahha nasib aku adekan saport kau dulu tidak nanti hambar
1815,0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
1816,0,aku kangen kamu dulu saat kita jalan bersama 
1820,0,kisah sedih minggu ini 
1822,1,yaa aku kan pengen dapet 
1823,0,kalo kamu lagi dimana mana dan itu bukan daerahmu ya coba buat ngehargain apa yang ada disana jangan sembar 
1827,0,aku pernah ngorat sorang laki ni pastu dia rejected aku mampus tanak ngorat dahhhhh
1828,1,karna penampilan tidak menjamin rijki serta jodoh seseorang jadi bersyukurlah aku yg tetap selalu mencoba seseder 
1830,0,turn off betul bila nak argue dengan someone and that someone start personal attack or screenshot bio lmao sebab tu 
1833,1,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p 
1837,1,9 10 krn kesempurnaan hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa
1839,0,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi 
1840,1,thank you cit udah percaya ama shop aku 
1842,1,dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha
1845,0,iyaa serah kamu serah 
1850,0,then mase aku tade mood tu ternampak pula post pasal kucing lah dobi lah lagi buat aku geram 
1851,1,kamu cantik dan hatimu baik hertysev
1853,0,nyesek rasanya kenapa kamu setega itu
1856,0,kenapalah aku kena duduk depan drama queen ni urghhhh 
1859,1,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka 
1860,0,aku rasa jual maruah pun tak lepas nak beli iphone xs ni 
1862,0,aku benci menganggap enteng apapun tugas yang diberikan gildarts
1863,0,nyebelin banget sengaja banget buat sebell huft 
1864,1,bersama terbenamnya matahari senja ini panjangkanlah kesabaranku sampaikanlah aku di masa depan yang mapan
1865,0,suka heran kenapa rp chanyeol banyak banget di tl aku sampe puyeng 
1866,1,laa patutlah bapa aku pakai dp wasap accapan farewell 
1868,1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1869,0,pp bingung mau nembak cewe gimana atau mau ngelamar hmmm atau mau mensive tp bingung mau ngasih hadiah apaa hiiiii 
1870,1,giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec 
1871,0,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
1872,0,so im back to single life after being dumbed by my ex gf sebab dia ada laki lain guys not all men are trash aku sia 
1880,1,aku harap korang akan okay
1883,1,yaaaaaaa
1885,0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
1886,1,aku aja aku
1890,0,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb 
1893,0,aku relaa dikutuk jadi bayi yang digendong minongeriusaan 
1894,0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
1895,0,ga kenal aku
1897,0,tak kiro apikan ro aku tok jebul ro kabeh tiwas gr
1898,0,khas untuk suami yg curang dgn isteri tak reti appreciate isteri dan kaki betina betapa besarnya pengorbanan seorg ibu 
1900,1,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
1901,0,bareng chanu jgn bacot di mt nanti limit mentab ke suspend loh wkwk aku mau molor bentar
1903,1,bilang aamiin makasih kalo aku anti kamu lebih cantik club 
1904,0,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
1909,1,buat yg suka genre crime mistery thriller kudu bgt nntn drama satu ini hand the guest heran aku knp ocn jago bg 
1910,0,aku bisa terima semua ini walaupun aku harus terluka ' 
1913,0,jadi diri sendiri uke ga harus cute tapi uke harus lelaki lagipula kalau seseorang tidak suka dengan 
1914,0,alasan paling cliche aku pernah dengar dari mulut seorang wanita adalah 'saya dah banyak sakitkan hati awak dan tak sanggup 
1920,0,apakah harimu terasa kacau berantakanean pernah mengalaminya dan inilah responnya 
1921,1,aku ilham u 
1923,0,aku ngode ke kamu tapi kamu nyuruh ke orang lain jd kamu tipe yg seperti itu yun dah ah jgn bikin notif org2 jd penuh 
1924,1,giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls 
1925,0,cerita dia macam ni mamat ni hari2 aku nampak keluar masuk cimb ceria ja tapi hari ni aku tengok muka dia masam aku p 
1926,0,merepak indah aku hahaha asa nk ketok jak palak pemerintah ya
1927,0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
1929,1,finally uri khunnie ada solo tour ma terharu aku tuh 
1930,0,aku tak mempunyai segalanya seperti yang lain tapi aku punya hati yang selalu setia padamu bot
1931,0,dan perlu juga aku ingatkan tidak sesekali aku mengikuti prinsip bucaeillism iaitu mengaitkan penemuan saintifik dengan 
1933,0,kamu berdiri keluar beliin tempe atm dan cabe sama bawang ini uang nya 
1934,1,aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin 
1935,0,tapi nak perbetulakn apa yang dah hancur tu mustahil bagi aku la aku tak dendam tapi aku tak boleh terima dan lupakan 
1936,0,aku aja gatau aku ini siapa skrg 
1937,1,aku pun pikir benda yang sama
1938,1,tsktays mutualan hayuk rt aja aku ada auto follback yaaa 
1939,0,penat seyh
1942,1,kalo aku pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw
1943,1,aku meratapi hidup dengan chill 
1946,0,bestfriends always known me well aku tak sempat nak cerita pun yg aku tgh sedih tiba tiba dia hantar lagu ni yang s 
1947,1,anw aku sendernya ini beli di d3b3eautyhous3 shopee ya pas kmrn ada free ongkir tanpa min pembeli 
1948,1,hahahaha maap yak dikira aq soalnya kan km ngasih aku eyeshadow palette 
1949,1,aku ni dah la mudah terhibur ya allahhhh 
1950,0,hahaha aku gak pinter2 gmna kak ini aja kek mau nyerah bgt dah da mampu 
1953,0,aku tahu aku banyak sakitkan hati kau cuma aku nak minta maafebab aku menyesal buat semua tu aku rindu kau 
1956,1,hai orang orang yang beriman janganlah kamu mengkhianati allah dan rasul muhammadaw 8 27 
1959,1,haii aku michelle si cantikk imuutt pinteerr bgt o gt lt o itu gak boong lhoo p
1960,0,aku susah nak sayang orang aku susah nak move onemua perlu masa yang lama tapi bila dah sayang aku akan sayang gila 
1963,0,jangan tanya aku kenapa aku jadi mcm ni aku memang senang nak memaafkan tapi aku susah nak melupakan
1964,1,mau aku ciumiiinnnn mau aku pelukinn pokoknyaaa
1966,0,karna aku bukan crazy rich balikpapan
1967,1,kamu punya berapa banyak topi banyak bgt non tapi yg paling fav bgt yang warna item polos terus sama yg adidas 
1970,0,kepada perempuan yang berdiri sebelah aku dekat pejabat hea fakulti pengurusan perniagaan tolonglah bau mulutendir 
1971,1,tergelak sorang sorang aku bila baca reply dorangni hahahaha 
1972,0,mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misalnya kamu tuh kalau lagi kebingungan lebih nyenengin ya 
1974,0,rindu aku tu
1977,0,dah dah la post pasal kucing kena seksa tu aku rasa macam nak nangis dalam rumah aku saja dah 10 ekor aku bela dah mcm 
1978,0,aku bingung ini akun siapa bot jangan jahat 
1979,1,baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu 
1980,0,gak ngasih aku makan nih un 
1981,1,apapun yang berlaku akan aku tetap teguh berdiri di sini
1982,1,wakakakkaa lawak aku dah deal nk tgk movie ngn die next
1983,0,aku sumpah tak okay
1984,1,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
1986,1,siapa yg mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati diatas tempat tidurn 
1987,1,iya sayang makasih ya love you too 
1992,0,jangan ucapkan janji yang tak bisa kamu tepati jangankatakan cinta jikatak tulus dari hati karena akhirnya seseorang newsindravanthoni
1994,0,itu yg aku hindari hahhaha
1998,0,huhu jangan sedih dong kak masih ada aku yang bisa nyemangatin kamu eheheaat ini kami sedang berus 
1999,1,mfs folowan rt ja ntar aku folow follback tpi
2002,0,waw ini aku tidur atau gimana di cakar kucing kagak berasa bangun2 uda perih ajah
2003,1,crush pun dah tunjuk true colours dia so aku pun blah
2007,1,bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug 
2013,0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
2014,0,aahshshahaha aku tgh mrh pihak yg tk bertanggungjawab
2016,0,tak perlu kot video call tu nak buat apa sangat video call nak tatap apa sampai juling tak payah nak contact 
2018,0,astagfirullah maaf ini aku ketawa 
2019,1,wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck 
2020,0,kamu sebelas aku duabelas kamu gak jelas aku lepas 
2021,0,tak sure rasanya ada kot aku pun taktahu
2022,0,hahaha sedih kan nak tunggu aku cantik mcm artis yg dia minat ke cmne baru dia nak pandang aku 
2026,0,kamu agresif nder
2028,1,iyaa aku percaya kamu udh gede hun iyaa 
2029,1,hahahaha 
2031,1,tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja 
2032,1,aku cintaalim 45alim lovers
2033,1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
2034,0,apa lagi sial aku buat 
2035,0,benci uh kerje gan orang tkleh tolak ansur kerja gan bangsa dia kadang boleh buat aku nk brehenti kerje 
2036,1,hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat 
2039,1,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
2040,1,org yg terlebih mampu pn target rumah murah org yg x brapa mampu nak duduk pun target rumah murah yes it is part of 
2041,1,haloo baca dm aku boleh ha makasih 
2042,1,tu lah klau tunang aku ttbe senyap aku yg rasa bersalah hahaha 
2043,0,aku stress sjskjsksjsksjsjsks
2044,0,tak pernah aku rse mcm ni
2046,1,bgsd aku ngakak 
2048,0,idm aloha a r m y mutualan yuk no mulfan yah idn aku yg ada 1 
2052,1,baik dan selalu sayang sama aku dia juga punya segalanya yah tipe tipe pangeran gitu lah yang 
2053,1,hahahaha aku malah demen yg ginian daripada yg tembak2 perang gitu 
2055,1,lutchuuuuu kesayangan kesayangan aku 
2059,1,ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah 
2060,1,hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem 
2064,1,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund 
2065,1,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah 
2068,1,hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os
2071,0,lawanya dia tak macam aku hm kau nak tahu tak apa dia hidup ni kalau asyik dibanding bandingkan kau takk 
2073,0,sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still 
2074,1,setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak tuk tak peduli denga 
2077,0,yaudah aku unfoll ya oppa 
2078,1,iyosee bisa jadi ginting menang krna faktor tuan rumah aku liat reviewnya kento di google juga apik bgt wkwk
2079,1,hahaha nk terbang ke sana ke mcmn nnt aku tgk kt setia alam punya 
2083,0,kasihan banget umat jadi bodoh begini dan mental rusak karena ajaran agama yang tidak benareba 
2088,1,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
2089,1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
2090,0,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
2092,0,wahai junior junior diamlah babi aku tengah focus nak jawab soalan trial kau sibuk nak memekak pastu kalau lalu tepi kela 
2096,1,ayo jangan patah semangat aku jadi ikutan baca2 setelah sukses instal homescapes lagi 
2101,1,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
2107,0,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
2108,1,12 y o niece bang long dekat u belajar apa me islamic accounting 12 y o niece ohh kira tasbih laa ni hahahahahan 
2111,0,aku pun turn off kalau lelaki pergi clubbing hshshshshshsh
2114,0,dulu aku nmpak gf aku yg pling cantik bila dah start kerja ni ya tuhan ramai nya yg lagi cantik dri gf aku trash htt 
2116,1,yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup 
2117,0,tapi nak perbetulkan apa yang dah hancur tu mustahil bagi aku la aku tak dendam tapi aku tak boleh terima dan lupakan 
2118,0,ada certain girls only wants you when she is in trouble bila dah senang lupa ignores you lots of excuses actively in con 
2120,0,kesian lelaki
2121,0,huum bukan itu ajaa beeb aku kudu mengakhiri sebelum aku memulai beee b 
2122,0,bukan nak cakap apa lah tapi tolong lah tutup aurat aku sebagai lelaki ni malu bila tengok lelaki lain yang macam ini ing 
2123,1,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
2124,1,aku akan list kan cafe cafe menarik yg aku dah pegi area bangi in this thread 
2126,1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah 
2129,1,aku ni memang mudah terhibur 
2130,0,kalau tak boleh dah utk sayang aku macam sebelum ni takpela tapi tak suka la ttbe tak bertegur ttbe nk marah 
2131,1,percayalah yg komen gmbr tu dia sendiri yg komen bukan aku hahahahahahahha
2133,0,gatau ih aku dari orang ga ada creditnya 
2134,0,tak sekarang ni aku baru je langgan data baru dah kenapa slow jugak niiiiiiii adoiiii 
2135,1,aku maw kok
2136,1,kau menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya utk kita diperbaiki atau membaiki seseorang 
2138,1,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
2139,0,malu ah aku tak pro
2140,1,kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu p 
2143,1,aku banget 24 ketemu mantan pasma aku minta dilamar langsung eeh lgsg pulang kampung dilamar 
2145,1,wkwkwk bener ntar pas kenalan disekolah nama kamu siapa jeno loh kok sama kayaknya mama kita d 
2146,1,aduh aku deg degan sekaliiii 
2148,0,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
2149,1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
2150,0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
2151,1,aku ternyata tidak bodoh kawan 
2153,0,tadi aku nampak pasangan bermesra di shell gila apa patutnya mesra kat petronas
2154,0,aku gak balas dendam padahal
2157,0,aku kangennnnnnnn 
2159,1,alhamdullilah cuti 3 hari tkde homework akhirnya aku boleh study dgn aman hw pijik harini dh terbuat smlm 
2160,0,senyumin aja semuanyaa ampe pegel
2161,0,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
2164,1,hai orang2 beriman apabila diseru menunaikan shalat jumat maka bersegeralah kamu kepada mengingat allah dan tinggalka 
2166,1,hahahahaha iya aku inget kok 
2168,0,chilli level 100 waktu makan aku dah mula fikir harta aku nak wasiatkan pada siapa sebab pedas sambal dia boleh baw 
2171,1,bkn tunjuk baikk aku pn byk juge melakukan dosa tp sekurang2 nye kita cube mengurangkan dosa yg ada jomjumaat 
2172,1,done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
2173,1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
2174,0,aku sedih lah first time ni ada customer request camni 
2179,0,me lepas tolong buka pintu untuk orang tapi dia tak cakap thanks 
2182,1,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau 
2183,1,hahahahahahahahah babi 
2185,0,gak mau kamu baw
2186,1,nak aku viralkan tak hahahaha
2187,0,aku mah wktu kecil doyannya mainin asap rokok jd klo ada yg ngerokok asapnya ku tangkep2in kyak org bego smpe kena marah 
2188,0,aku dok tengok je online tapi malas la nak cakap aku kena balik 
2189,1,dear someone i truly care and love u tp aku takkan luahkan aku takut kalau rasa hati kita tak sama aku percaya dgn ay 
2190,0,katanya gabut bosan dasar kamu
2191,1,ajak aku
2193,0,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
2194,1,mfs folowan rt ja ntar aku folow follback tpi
2195,1,ab aeri followan yuu yang ga masalah aku mulfan hehe
2198,0,tengok harga iphone baru nampaknya cinta kami hanya sampai 8plus sahaja aku tak mampu untuk jadi sebodoh itu 
2199,1,karena mbk lia banyak cinta pasti kuliah advokatnya sukses love you more mbk
2200,0,ikut aku gamau ditinggal
2202,1,enak aja ga dong alis aku lebih bagus
2203,0,orangnya ga ganteng wangi parfum sebotol ga cute pemalu ga asik ngebosenin ngetik kamu 
2204,0,udah kek orang depresi ngerjain codingan pagi ampe malem pas keluar kamar dibilangin tidoor mulu di kamar aku ht 
2205,0,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
2206,1,aku juga kangen 
2207,1,ada effort dari mula relay sampai bila bilaetia ambik berat penyayang jaga batas terima baik buruk aku 
2208,1,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https 
2210,0,mesti ada ckp kat mak aku bdn dia sakit sakit la tdr atas lantai 
2211,1,wkwkwkwkw
2212,0,can't relate karena aku jelata
2213,1,hi po crushhh akin ka nalang hello pang sayra lang pu aku ih kaya pass hehehe 
2214,0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
2216,0,baru perasan sejak bila aku punya kurang ajar masuk rumah pun tak bagi salam maybe hati tengah panas kot 
2219,0,sekolah tak payah bercinta sekarang nak spm dah nnti masuk u ramai lagi pilihan u tak payah kejar sangat cinta tu kej 
2220,0,halah malas aku
2221,0,ya allah jantung aku drop kejap tengok gambar ni 
2224,1,aku dah kata aku takleh tengok drama korea hahahahahahahaha wtf sweet terok 
2226,0,ahhh kau sombong dgn aku
2231,0,dari kemarin2 agak males nonton karena yah meski aku soel meski dramanya high rating aku agak2 ga percaya kalo cer 
2235,1,bila nak macamni hahaha 
2238,0,di tengah orang yang baru kenal dan orang orang yang nggak bikin nyaman aku introvert rasanya pengin cepet pulang tapi 
2240,1,cintai aku apa adanya bukannya ada apanya bego vscofilter vscosimple vsco vscoedit vscoindonesia 
2241,1,takapalah mungkin aku tak ada rezeki dalam hal tu 
2243,1,weh sumpah do tolong la sesiapa jumpa kad matrik aku taknak buat baru 
2244,1,tapi aku tak rasa aku boleh macam tu so no hahahah
2245,1,even inmydreams di ig kak tapi satu doang itu foto mereka wkwkwkwk biasanya dia edit kaistal sehun seu 
2247,0,kuliah siang ini ngerasa kesel banget karena naha sih ga cuma sekali lantas yg salah dari saya teh apa kemud 
2251,1,happy birthday base traktir aku eskrim dong 
2255,0,sedih aku tu pengen beli buku mojok duit ga segera cukup 
2257,1,ihh aku mah disini terus gak kemana2
2258,0,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe 
2261,0,kenapa aku gak mungkin bisa terlibat twitwar 
2264,0,penat la bukak twitter skrg gaduh pasal lgbtemua nk buat undang2 sendiri lelaki dgn perempuan gaduh pasal siapa paling 
2265,0,memang dari awal kau tak percaya aku pun so apa lagi klako
2267,0,aku menangis 
2270,0,nanti gaada yang bisa aku isengin lagi terus galaque kaya gini 
2272,1,bagi meme 'yuk main yuk' ke aku dong yang baik 
2273,0,coba di antara kamu dan temen temenmu siapa yg suara tawanya paling kenceng percayalah dialah jg yg jeritan hatinya pa 
2274,0,ternyata aku yang tertipu wkwk
2275,0,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas 
2276,1,mau bubeks mau 
2277,0,tiap hari ketemu kamu itu pun masih kangen juga 
2280,0,yey phone dh elok mujur tk gi tmpt yg 3 lebih tu fuh kalau tk melayang duit aku
2282,0,gua taklek ea junior tarik tangan omg ingat aku tak jumpa sesape
2283,0,halo haters sadarkah bahwa kebencianmu justru karena kamu merasa hidupmu tak lebih menarik dari hidup orang yang kaubenci 
2287,1,masih open yaa beb yang mau manja2an malem ini bisa dm aku yaaa bojakarta bisyar bispak bisyarlampung bispaklampung 
2290,0,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak 
2291,1,aku rasa aku power hahahahaha
2296,1,okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la 
2298,1,jangan pernah bohongin perasaanmu kalo emang km sayang dia pertahanin amp perjuangin buktikan kalo kamu pantas buat dia
2299,1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
2300,0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
2301,0,kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tell you one thing ya go 
